Tweets,Category
hey gurpreet weve fixed this for you and adjusted the fare to the amount shown to you at the time of requesting the ride kindly check the help section of your app for more details,1
hey siddhah sorry to hear about the trouble please drop us a note via the help section of the app and we will have this addressed also share your registered contact details via direct message,1
hey there we have adjusted the fare and have sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
hey rajesh we understand that facing cancellations can be upsetting we have reviewed your concern and sent a response via direct message please have a look at it,0
hey ashok sorry to hear about the inconvenience please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,0
hey hemant our team is currently reviewing your concern please allow us sometime while we get back to you with an update appreciate your patience,1
glad to know that your issue is resolved dipti have a good day,1
hey sahak sorry to hear about trouble our team is aware of the issue and were working to get back up and running as quickly as possible,0
hey gopal this is concerning hope you are safe please share your registered mobile number via direct message a member of our safety team will get in touch with you at the earliest,1
sorry to hear about the trouble ubaid please drop us a note via the help section of your app well get this addressed,1
sorry to hear about the hassle siddhah our motive is to be a reliable and seamless mode of getting around your city and facing a cancellation isnt the kind of experience we would want for you 12,1
based on your feedback weve escalated this to the concerned team who will formulate corrective and preventive measures to avoid any such instances in the future also we have sent a response via direct message please take a look 22,0
hey anand were sorry to hear the trouble based on your feedback weve resolved this for you and the refund has been processed from our end please check the inapp help section for an update,1
sorry to hear about the hassle kshitij our motive is to be a reliable and seamless mode of getting around your city and facing a cancellation isnt the kind of experience we would want for you 12,1
based on your experience we have made a note of your feedback and sent a response via direct message please take a look 22,1
hey vivek sorry to hear about the inconvenience please share your registered phone number along with the screenshot of the error via direct message well have it addressed,1
sorry to hear about the inconvenience rahul weve made necessary changes to your account which should help resolve the issue youve been facing weve sent a response your way please refer to the help section of your app for fuher details appreciate your understanding,1
"were excited to be the exclusive ride paner of 
 schedule your rides and well be there to pick you up ridewithuberpremier",1
hey piyush sorry to hear about the lost item please share your registered mobile number along with the details of the trip well look into it,1
the situation you have described is ceainly not the experience we expect you to have rohit may we request you to provide us with your email address and mobile number associated with your uber account through dm direct message from there well be able to assist fuher,1
hey chandika weve duly addressed your concerns and an update has been sent your way kindly refer to the help section of your uber app for fuher details,0
hey alkesh go intercity offers you affordable outstation rides in compact cars please refer to this linkfor more information on uber intercity,1
sorry to hear about the trouble rushati please drop us a note via the inapp help section also do share your registered phone number and email address via direct message well look into this for you,1
hey ashok we would like to address this for you could you please provide us your registered contact details via direct messagewell take it from there,1
sorry to hear about the hassle arihant our motive is to be a reliable and seamless mode of getting around your city and facing a cancellation isnt the kind of experience we would want for you 12,1
based on your feedback weve escalated this to the concerned team who will formulate corrective and preventive measures to avoid any such instances in the future also we have sent a response via direct message please take a look 22,0
hey ashok could you please share the details of the trip such as the date and time,1
hey ashok we would like to look into this could you please share the details of the trip such as the date and time,1
hey ashok weve adjusted the fare and addressed your concern and have sent an update in the inapp help section kindly check for the same,0
we understand such issues are never pleasant to deal with ashok please be assured that we monitor such instances on a timely basis and were constantly working on reducing these experiences weve made a note of this and well be bringing it to the concerned teams notice,1
hey pranay sorry to hear about the trouble this is definitely not the kind of experience we would like you to have please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey there you can use credit balance for outstation rides,1
hey there please refer to this linkfor more information on how uber credits work,1
hey pranay we understand that this must have been very frustrating kindly cancel the trip from your end and if a cancellation fee is levied drop us a note via the inapp help section well have it adjusted for you at the earliest,0
hey could you please provide us more details about the issue,1
hey sebin could you please help us with more information about your concern well get it addressed,1
hey there please drop us a note via the help section of your app also share your registered mobile number well look into it,1
hey sudarsan sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
hey prasanth sorry to hear about the trouble please drop us a note via the help section of your app also share your registered mobile number well look into it,1
hey mansi were sorry to hear the trouble based on your feedback weve resolved this for you and the refund has been processed from our end please check the inapp help section for an update,1
hey adarsh sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note viawe will follow up,1
hey prasanth please select any option and drop us a note well look into it,1
hey nakul sorry to hear about the hassle could you please share the screenshot of the error,0
hey bhargav sorry to hear about the trouble with your fare please drop us a note via the help section of the app and we will address your concern,0
hi were happy to assist you please help us with the contact number used to request this ride along with an alternate number vehicle number date and time of the trip also please share the email id attached to your uber account for fuher communication,1
hey aman sorry to know you left your tiffin box in the uber kindly share the registered contact details via direct message through which the ride was requested and well get in touch,1
hey sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey pranava sorry to hear about the hassle please leave us a note viaalso please do share the phone number email id via direct message we will look into it,1
we understand such issues are never pleasant to deal with gaurav please be assured that we monitor such instances on a timely basis and were constantly working on reducing these experiences weve made a note of this and well be bringing it to the concerned teams notice,1
sorry to hear about the trouble pranava please drop us a note viawell get this addressed,0
hey prasanth we’ve addressed this issue for you and sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
hey chandika were glad to know that your issue has been resolved and we hope that we could be of help please reach out to us for any fuher concerns,1
we understand such issues are never pleasant to deal with vijay please be assured that we monitor such instances on a timely basis and were constantly working on reducing these experiences weve made a note of this and well be bringing it to the concerned teams notice,1
we understand such issues are never pleasant to deal with harsh please be assured that we monitor such instances on a timely basis and were constantly working on reducing these experiences weve made a note of this and well be bringing it to the concerned teams notice,1
hey nakul weve made necessary changes to your account you should be able to sign in to it without any hassle you can reset your uber account password by entering your email address here,0
hey there sorry to hear about this unpleasant experience this is definitely not the kind of experience we would like you to have on our platform please share your registered details via direct message and drop us a note viawe will follow up,1
happy to help,1
hey mitali weve adjusted the fare and sent you an update via the help section of your app please reve on the same thread for fuher assistance,1
hi rahul we understand you would want to reach out to us however we streamline all our conversations via inapp help please send us your registered details via direct message and drop us a note through inapp well take it from there,1
hey savio we hope its settled in case this trip is still ongoing we request you to kindly cancel the trip also drop us a note via the help section of your uber app and let us know once done we shall followup,1
hi raman to ensure the most respectful riders and driver paners are using uber both have the oppounity to rate one another based on their trip experience we have sent a response your way please keep an eye out for an update,1
hi rishi we understand you would like to use the upi google pay feature however this payment option is selectively available at this time please keep an eye out for it,1
hey sorry to hear that your pickup wasnt as smooth as wed want it to be based on your feedback weve made a note on our point based model whichll help us take necessary actions weve processed a refund for this trip kindly check the inapp help section for more details,1
hey we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey yogesh this is concerning kindly share your registered details along with the trip details via direct message well follow up,1
hey savio we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey umang we do have uber intercity available from ahmadabad to rajkot please fire up your app and request a ride to know more about uber intercity please refer to the link here,1
hey we have made the necessary adjustments and have sent an update in the inapp help section kindly check for the same,1
hi rishi upi is in its experimental phase and is rolled out only to a few android users through an automated system our team is working hard to make this available for all riders in the meanwhile please use an alternate payment method to pay for your trip,1
hi were sorry to hear about this experience please raise this concern via the help section of the app and share your registered number via direct message well pick it up from there and take the necessary actions to improve your experience with us,1
hey savio sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
thank you for letting us know about this kavita weve made a note about your feedback and will forward the same to the concerned team so that we can have this looked into appreciate your understanding in this regard,1
hey samah sorry to hear about the trouble please share your registered contact details with us via private message well look into it also please visitto know more about how to clear the outstanding balance,1
hey wed like to address this for you kindly share your registered details with us via direct message we will follow up,1
hey karan could you please elaborate your concern,1
hey vinay could you please elaborate your concern,1
hey there sorry to hear that you were charged a toll fee on this trip since the suggested route wasnt followed a toll charge was added to the fare weve adjusted your fare and initiated a refund please check the help section of your app for fuher details,1
hey samira sorry to hear about the inconvenience weve reviewed the trip details and dropped the pending charges also weve made a note of your feedback and sent a response in detail via direct message please have a look at it,0
hey there sorry to hear that you were charged a toll fee on this trip since the suggested route wasnt followed a toll charge was added to the fare weve adjusted your fare please refer to your direct message for fuher updates,0
hey somashekhar we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey muskan sorry to hear about the trouble kindly let us know if theres a specific trip that you would like us to look into also share the registered details via direct message we will follow up,1
hey we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
happy to help samira,1
hey uday sorry to her about the trouble could you please try reinstalling your app if the issue still persists do let us know,0
hey ashok weve reviewed the trip details and refunded the additional toll charges please refer to the inapp help section for fuher details appreciate youu understanding in this regard,1
hey chirag we understand your concern if there is a specific trip that you would like us to look into please drop a note via the help section of your app we will follow up,1
hey rajender sorry to hear about the trouble our team has adjusted the fare and sent a response your way kindly check the inapp help section for an update,0
hey sandeep sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
hey jithen sorry to hear about the trouble kindly drop us a note via the help section of your app also share your registered mobile number with us via direct message we will look into this,0
hey adarsh weve reviewed the details and made the necessary changes please refer to the inapp help section for fuher details,1
hey ajay sorry to hear about the trouble please share your registered contact details with us via direct message well follow up,1
hey there sorry to hear about the trouble kindly share your registered details via direct message also please drop us a note via the help section of your app well follow up,1
hey there sorry to hear about the trouble please drop us a note via the inapp help section and direct message us your registered contact details well follow up,1
hey there sorry to hear about the trouble kindly share your registered details via direct message also please drop us a note via the help section of your app well follow up,1
hi vaibhav we did attempt to generate an invoice for the trip in reference however we were unable to do so due to a technical glitch were working on fixing this at the earliest in the meanwhile you may continue to use the email receipts for reimbursement purposes,1
weve got this reviewed madhavi an update has been sent via the inapp help section please keep an eye out for the same,1
hi robin sorry to hear about the trouble please drop us a note via the help section of your app and kindly share your registered mobile number via direct message we will look into this,1
hey sorry to hear about the cancellation were always here to help you please share your registered details via direct message and also drop us a note via the help section of the app well look into this,1
hey savio we ceainly understand your concern and we would like to have this addressed could you please share your registered phone number and email id via direct message we shall followup,1
hey sharique the credits can be applied on your future trips when toggled on you can locate these credits under the payment section of the app,0
hi sahak we definitely understand the sense of urgency here and we assure you that our teams work through these inquiries as quickly as possible thank you for your patience,1
hey there sorry to hear your friend forgot his mobile phone in an uber kindly share the date and time of the trip in reference well get back to you,1
thanks for bringing this to our notice sagar we understand that driver cancellations can throw off your plans please be assured that we monitor such instances on a timely basis and were constantly working on reducing these experiences 12,1
weve also made a note of this and well be bringing it to the concerned teams notice thank you 22,1
weve got this reviewed and sent an update via the inapp help section piyush please keep an eye out for the same,1
hey monika sorry to hear about the lost item could you please share your registered phone number and email id via direct message we shall followup,1
hey there sorry to hear about the trouble this is definitely not the kind of experience we would like you to have please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey lakshya please share the registered phone number from which the trip was requested via direct message well have it addressed,1
hey smriti sorry to hear about the experience weve processed a refund for the trip in reference and have sent an update your way kindly check the inapp help section for more details,1
hey please send us a direct message with your registered phone number so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
when a rider forgot their baggage in the car upender returned it safely andbagged the title of uberstar,1
hey arbaz sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey viresh could you please help us with more information about your concern well get it addressed,1
this is rather strange anisha please connect with us over direct message with your registered mobile number and well look into it on priority in the meantime kindly try reinstalling your uber app,1
hey vinoth weve resolved this for you and the refund has been processed from our end kindly check the inapp help section for an update,1
hi hitesh sorry to hear about the trouble please drop us a note via the help section of your app and kindly share your registered mobile number via direct message we will look into this,1
sorry to hear about the trouble suman please share your registered phone number via direct message well look into this,1
hey shailesh weve missed you too could you please share your registered mobile number and email id via direct message so we can take a closer look into this and build bridges so we can work on our relationship,1
hey naveen sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey there could you please share more information with regard to your concern and we will follow up,1
hey sunny could you please help us with the date and time of the trip,1
suman weve made the necessary changes on your account please reset your password using the following linkand login to your account,1
hey we take issues like this very seriously and your feedback is valuable for us to understand and improve our platform functionality please drop us a note through the help section of the app and send us a direct message with your registered details so that we can follow up,1
lakshya weve got this reviewed and sent a response via direct message kindly look out for the same,1
hey nishant sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey abhishekplease send us a direct message with your registered phone number so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey could you please confirm the date and time of the trip,1
hi ketan were happy to assist you please help us with the contact number used to request this ride along with an alternate number vehicle number date and time of the trip also please share the email id attached to your uber account for fuher communication,1
hey ipsit could you please elaborate on your concern,1
hey pratyanshu sorry to hear about the trouble if there is a specific trip that you would like us to look into please repo your concern via the help section of your uber app our team will look into it,0
hey please send us a direct message with your registered phone number so that we can look into this for you,1
sorry to hear about the trouble please share your registered phone number via direct message well look into this,1
hey shubham sorry to hear about the trouble if there is a specific trip that you would like us to look into please repo your concern via the help section of your uber app our team will look into it,0
hey weve got this reviewed an update has been sent via the inapp help section please keep an eye out for the same,1
hey kundan sorry to hear about the trouble if there is a specific trip that you would like us to look into please repo your concern via the help section of your uber app our team will look into it,0
hey lalit kindly repo your concern viaor visit the nearest paner seva kendra at your convenience our team will assist you fuher,1
hey naveen based on your feedback weve adjusted the trip fare please refer to the inapp help section for fuher details and reve to the same thread for any fuher queries well be happy to help,1
hi jyoti we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey prashant sorry to hear about this unpleasant experience this is definitely not the kind of experience we would like you to have on our platform please share your registered details via direct message and drop us a note viawe will follow up,1
hey sahil thank you for bringing this to our notice could you please share your registered phone number via direct message also kindly drop a note with the specific trip in reference via the inapp help section if you havent done so already,1
hey seetharam sorry to hear about the trouble this is definitely not the experience wed want you to face could you please share your registered phone number via direct message also kindly drop a note via the inapp help section if you havent done so already,1
weve reviewed your concern and refunded the toll charges to your account yogesh kindly check the inapp help section for fuher details,1
hi anurag we understand this can be upsetting driver paners are encouraged to complete every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
youre welcome suman happy to help hope to see you in an uber soon,1
hey jyoti weve adjusted your fare and sent you an update via the help section of your app please reve on the same thread for fuher assistance,1
hi keehi we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
were sorry to hear about the trouble tarun as you have already reached out to us via the inapp help section weve responded to you on the same and are awaiting a reply from your end kindly reve with the request details so that we can fuher assist you on the issue,1
hey aman this is concerning please share your contact details and let us know a feasible time so our safety team can connect with you,1
sorry to hear about the trouble pratyanshu please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey there could you please share the specific email id that we can associate with your account,1
hey we understand your concern could you please share your registered phone number via direct message we will follow up,1
hey karan in case if youve any concerns about a paicular trip please drop us a note via the help section of your app with the trip in reference well get it addressed,1
hi vinay we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey vinay we streamline all our communication via in app hence please drop us a note via the help section of the app our team will get in touch,1
hey there sorry to know your husband lost his phone in the uber could you please share the registered phone number through which the trip was requested via direct message we will follow up,1
hey there we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey shubham kindly share your registered contact details via direct message and we will look into it,1
hey champak sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
hey there this is concerning we have escalated this to our safety team a member from our team will reach out to you,1
hey there kindly share your registered details via direct message along with the date and time of the trip well follow up,1
hey amitava kindly share your registered contact details via direct message and we will look into it,1
hey there we have adjusted the fare and have sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
hey there we understand your concern if there is a specific trip that you would like us to look into please drop a note via the help section of your app we will follow up,1
hey priyanka sorry to hear about the trouble please repo this via the inapp help section with the trip in reference and direct message us your registered contact details well follow up,1
hey there weve adjusted the fare and sent a response your way kindly check the inapp help section for an update,1
hey sorry to hear about the trouble please let us know the trip date and time also share your registered contact details via direct message for us to assist you,1
hi ram we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey ritwik sorry to hear about the trouble please let us know the registered details via direct message through which the trip was requested and we will look into it,0
hey there could you please leave us a note from the help section on your uber app along with the trip details also kindly share your registered email id and phone number via a direct message well look into it,1
hey there sorry to hear about the hassle here if youve been incorrectly charged please drop us a note via the help section of your app also do share your registered details via direct message and our team will follow up,0
hey rajeev could you please share your registered email id and phone number via a direct message well look into it,1
happy to help yogesh,1
hey virendra sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
hey sachin sorry to hear about the trouble kindly share your registered details via direct message well follow up,1
hey amogh we understand your concern if there is a specific trip that you would like us to look into please drop a note via the help section of your app we will follow up,1
hey chirag we do monitor such instances on a timely basis and take appropriate actions we appreciate you bringing this to our notice also your feedback is what helps us make our platform better,1
hey harshit sorry to hear about the trouble please drop us a note via the help section of the app and we will have this addressed also share your registered contact details via direct message,1
hey neil we understand that facing cancellations can be upsetting please share your registered contact details via direct message and also drop us a note via the help section of the app well fix this for you,1
hey there we have adjusted the fare and have sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
happy to help sandeep,1
hey there we have adjusted the fare and have sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
hey rashim sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
"hey vinod sorry to hear about the inconvenience you may be facing an issue while purchasing the ride pass because of the following reasons

 an outstanding charge needs to be cleared on your account
 the paytm authorization on your uber account may have expired",1
"in order to purchase the ride pass we request you to clear the outstanding balance on your account

 try requesting a trip to generate the arrears prompt message
 clear the arrears using any noncash payment method available on your account",1
"to reauthorize paytm on your uber account
 go to payment gt paytm
 a prompt will be generated to say that the authorization has expired 
 please reauthorize
you will receive an otp and once the otp is entered correctly you should be able to purchase the ride pass",1
hey deepak we do monitor such instances on a timely basis and take appropriate actions we appreciate you bringing this to our notice also your feedback is what helps us make our platform better,1
hey saurabh sorry to hear about the trouble please repo this via the inapp help section with the trip in reference and direct message us your registered contact details well look into it,1
hey there weve adjusted the fare and sent a response your way kindly check the inapp help section for an update,1
hey kishor this is concerning could you please share your registered email id and phone number via a direct message well look into it,1
hey there weve reviewed your concern and sent a response your way kindly check the inapp help section for an update,0
hey amit sorry to hear about the trouble please share the trip details also share your registered contact details via direct message for us to assist you,1
hey ritwick sorry to hear about the trouble please share the trip details also share your registered contact details via direct message for us to assist you,1
hey jitendra sorry to hear about the trouble if there is a specific trip you want us to look into please drop us a note via the inapp help section also share the registered contact details via direct message for us to assist you,1
hey there sorry to hear about the hassle here cancellations do not reflect well on a driver paners account we do monitor such instances on a timely basis and take the necessary actionsplease be assured that were striving to improve your experience with us constantly,1
hey abhimanyu we have sent an update your way could you please reve on your inapp feedback with the requested details well look into it,1
hey there sorry to hear about the trouble please drop us a note via the help section of the app and we will have this addressed also share your registered contact details via direct message,1
hey there please let us know the registered details via direct message through which the trip was requested and we will look into it,1
hey priyanka we have addressed the concern and issued a refund for the cash exchanged we have also sent an update your way please check the help section on your uber app,1
hey umesh weve addressed your concern and have sent an update your way via the inapp help section kindly keep an eye out for it,0
hey sorry to hear about the trouble please share the trip details also share your registered contact details via direct message for us to assist you,1
hey there sorry to hear about the trouble please repo this via the inapp help section orand direct message us your registered contact details well follow up,1
hey there we have adjusted the fare and have sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
hey amit we have addressed the concern and adjusted the trip fare to the initial amount that was shown to you while requesting the ride we have also sent an update your way please check the help section on your uber app,1
hi sorry to hear about the trouble please drop us a note via the help section of your app and kindly share your registered mobile number via direct message we will look into this,1
hey ritwick weve dropped the complete fare for the trip and have sent a response your way please check for the same under the help section of the app,1
hey there sorry to hear about the trouble kindly share your registered details via direct message also please drop us a note via the help section of your app well follow up,1
hey there thanks for bringing this to our notice we understand that driver cancellations can throw off your plans please be assured that we monitor such instances on a timely basis and were constantly working on reducing these experiences 12,1
weve also made a note of this and well be bringing it to the concerned teams notice thank you 22,1
hey akash sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey nitin we do monitor such instances on a timely basis and take appropriate actions also weve made a note about your feedback and will forward the same to the concerned team so we can have this looked into,1
hey vivek sorry to hear about the trouble kindly reinstall your app and try signing in let us know if the issue persists,0
hi there sorry to know you left your charger in the uber please share your registered details with us through direct message and we will follow up,1
sachin we see there is no email id linked to your account kindly share an active email id for us to associate to your account via direct message and we will follow up,1
hey aman we tried reaching out to you but were unable to get through however we have addressed this issue for you and have sent an update via the inapp help section,0
weve addressed this for you and processed the refund weve also sent you an update and you can view the same under the help section of your app,1
hey sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey deepak sorry to hear about the trouble kindly share your registered details via direct message also please drop us a note via the help section of your app well follow up,1
hey tina wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey there sorry to hear about the trouble with your trip request is there a specific trip you want us to look into kindly repo your concern via the inapp help section also do share your registered details with us through direct message and we will follow up,0
akash we understand driver cancellations can dampen your schedule also do share your registered details with us through direct message and we will follow up,1
we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey sorry to hear about the trouble if there is a specific trip that you would like us to look into please repo your concern via the help section of your uber app our team will look into it,0
hey srishti were sorry to hear about the cancellation please drop us a note via the help section of the app so we can have your issue addressed and take appropriate actions,1
hey can you please drop us a note viaand share your registered mobile number via a direct message well address your concern,1
hey could you please share the date and time of the trip,1
hi eashwari wed like to have this reviewed is there a specific trip you want us to look into please repo your concern via the inapp help section also do share your registered details through direct message and we will follow up,1
hey we understand that facing cancellations can be upsetting were always here to help you please share your registered details via direct message and also drop us a note via the help section of the app well fix this for you,1
hey we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hey arijit sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
ashish weve got this reviewed and sent a response via direct message please keep an eye out for the same,1
hey weve made the necessary account changes please sign in viato reset your password,1
hey it looks like weve already addressed this issue and have sent a response your way please check for the same under the help section of the app,1
sorry to hear about the trouble please share your registered phone number via direct message well look into this,1
glad to hear that lalit hope you have a pleasant evening,1
hey weve addressed your concern and have sent an update in the inapp help section kindly check for the same,0
hey sourav sorry to hear about the cancellation were always here to help you please share your registered details via direct message and also drop us a note via the help section of the app well look into this,1
hi weve connected with the concerned driver in reference and sent an update via the inapp help section please keep an eye out for the same,1
hey yusuf please send us a direct message with your registered phone number so that we can look into this for you,1
weve got this reviewed and sent an update via the inapp help section ankur please keep an eye out for the same,1
hey arijit weve resolved this for you and the refund has been processed from our end kindly check the inapp help section for an update,1
sorry to hear about the trouble venkatesh wed like to have this addressed kindly drop us a note via the inapp help section and let us know once done,0
hi jayant sorry to hear about the trouble please drop us a note via the help section of your app and kindly share your registered mobile number via direct message we will look into this,1
were sorry to hear about this experience please drop us a note via the help section of the app so we can have this issue addressed and take appropriate actions also please share your registered contact number and email id via direct message,1
hey we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hey can you please let us know your registered contact number via direct message,1
hey we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hey we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hey we take issues like this very seriously and your feedback is valuable for us to understand and improve our platform functionality we would therefore request you to drop us a note through the help section of the app so that we can follow,1
hey sachin weve updated the email id that youve shared on your account you can reset the password via the link,1
sorry to hear about the trouble ritwik wed like to have this addressed kindly drop us a note via the inapp help section and let us know once done,0
hey there sorry to hear about the trouble please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey there sorry to hear about the trouble kindly share your registered details via direct message we will follow up,0
hey ashish sorry to hear about the trouble kindly share your registered details via direct message also drop us a note via the help section of your app if you havent done so already we will follow up,0
hey vikash we’ve already addressed this issue for you please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
hey sushma sorry to hear about the trouble could you please share your registered phone number via direct message also kindly drop a note via the inapp help section if you havent done so already,1
hey kamlesh sorry to hear about the trouble kindly share your registered details via direct message also drop us a note via the help section of your app if you havent done so already we will follow up,0
hey there weve made necessary changes to your account you should now be able to access your account hassle free,0
hey aman could you please elaborate your concern,1
hi rahul sorry to hear about the trouble kindly repo your concern viaor visit the nearest paner seva kendra at your convenience our team will assist you fuher,1
hi uday sorry to hear about the trouble please clear cache on your phone and then reinstall the app for a quick fix go to phone settingsgt tap on appsgt select uber appgt on the app info interface tap on storagegt tap on clear cache do let us know if the issue persists,1
sorry to hear about the trouble sumit please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey ashish sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
hey sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
hey jayant we have made the necessary adjustments and have sent an update in the inapp help section kindly check for the same,1
